ssnum,name,manager,dept,salary,numfriends
89890,Jacquelin Hyatt,60056,,123135.21,6
89891,Monnie Hyatt,80840,,125753.56,22
89892,Lamonte Hyatt,6583,,107465.59,5
89893,Pansy Hyatt,32399,,56464.15,18
89894,Deborah Hyatt,18459,,66455.78,23
89895,Carlee Hyatt,31512,,44772.6,35
89896,Tammi Hyatt,2480,,121292.02,36
89897,Will Hyatt,74618,,50700.58,38
89898,Tomeka Hyatt,29736,,104152.38,31
89899,Linden Hyatt,87143,,60692.62,41
89900,Arlyne Hyatt,44043,,138919.97,22
89901,Lucien Hyatt,77295,,130805.98,36
89902,Harry Hyatt,41673,,89118.18,41
89903,Sheree Hyatt,41817,,142292.44,14
89904,Gorden Hyatt,85499,,32284.84,33
89905,Isabella Hyatt,12307,,57138.91,38
89906,Allen Hyatt,11546,,74024.7,6
89907,Lawrance Hyatt,7321,,130044.42,7
89908,Orelia Hyatt,65038,,37278.24,17
89909,Parley Hyatt,69597,,35313.85,38
89910,Coretta Hyatt,24855,,39925.6,36
89911,Meredith Hyatt,13764,,101337.25,10
89912,Dorman Hyatt,13047,,127897.31,46
89913,Isamar Hyatt,33738,,30516.88,11
89914,Nicklaus Hyatt,57088,,71551.54,7
89915,Alda Hyatt,67878,,62713.57,49
89916,Maryjo Hyatt,21949,,71738.24,21
89917,Shayla Hyatt,86283,,104798.97,10
89918,Hansford Hyatt,87382,,144195.25,34
89919,Neva Hyatt,80821,TechDept5,79134.9,8
89920,Cordaro Hyatt,24742,,112297.08,28
89921,Sanford Hyatt,68123,,105765.33,50
89922,Kalene Hyatt,51882,,116835.86,38
89923,Laila Hyatt,71939,,63327.93,45
89924,Ressie Hyatt,4855,,139024.0,40
89925,Shana Hyatt,73828,,142682.55,18
89926,Reynaldo Hyatt,82028,,100629.82,10
89927,Mills Hyatt,16825,,146874.57,31
89928,Ewing Hyatt,61995,,104139.58,36
89929,Katharyn Hyatt,76552,,68589.8,8
89930,Kloe Hyatt,54312,,62501.39,11
89931,Blaise Hyatt,52357,TechDept4,30578.51,30
89932,Monna Hyatt,36825,TechDept4,138836.59,46
89933,Bryce Hyatt,66149,,45993.12,47
89934,Winfred Hyatt,60236,TechDept2,51275.16,41
89935,Cleveland Hyatt,68715,,42537.49,6
89936,Jedidiah Hyatt,68339,,119727.33,35
89937,Mabell Hyatt,3396,,121175.32,44
89938,Wilbert Hyatt,30112,,105698.5,17
89939,Colter Hyatt,52228,,134291.79,5
89940,Buelah Hyatt,12706,,127176.37,30
89941,Melodie Hyatt,23857,,75428.51,30
89942,Felicie Hyatt,49083,,133524.18,43
89943,Loula Hyatt,40123,,88844.82,34
89944,Malachi Hyatt,86047,,72383.13,16
89945,Kiera Hyatt,85983,,146870.17,14
89946,Emile Hyatt,24858,,50259.15,4
89947,Callie Hyatt,68619,,89811.7,20
89948,Marget Hyatt,3207,,109615.9,30
89949,Murl Hyatt,44479,TechDept2,101647.79,31
89950,Miles Hyatt,81449,,52574.8,9
89951,Lorrie Hyatt,12799,,131884.58,24
89952,Tamera Hyatt,9164,TechDept3,43698.82,43
89953,Dedra Hyatt,68225,,147318.38,3
89954,Travis Hyatt,17825,,132263.28,18
89955,Kristoffer Hyatt,35878,TechDept8,74158.9,31
89956,Jocelyn Hyatt,31695,,53113.78,44
89957,Paxton Hyatt,54475,,68248.53,19
89958,Kali Hyatt,71554,TechDept5,141135.85,7
89959,Donovan Hyatt,82318,,70891.58,13
89960,Onnie Hyatt,85925,,123855.8,1
89961,Jordon Hyatt,3335,,118355.98,27
89962,Brennan Hyatt,50038,,110697.57,38
89963,Cammie Hyatt,62682,,147018.44,44
89964,Coraima Hyatt,57671,,118645.26,20
89965,Dave Hyatt,69435,,36574.87,1
89966,Joseluis Hyatt,63786,TechDept4,142831.77,14
89967,Shyheim Hyatt,69903,TechDept4,76049.77,10
89968,Retha Hyatt,72027,,98085.27,3
89969,Shavonne Hyatt,57402,,84842.71,40
89970,Neil Hyatt,74824,,32954.33,12
89971,Walt Hyatt,556,,129997.01,9
89972,Cordella Hyatt,75131,TechDept2,51386.87,36
89973,Pershing Hyatt,28267,,131507.22,8
89974,Cooper Hyatt,43273,,30848.21,28
89975,Torie Hyatt,16328,,100647.41,16
89976,Natalie Hyatt,85960,,115614.02,33
89977,Mervin Hyatt,82142,TechDept0,139952.24,49
89978,Marco Hyatt,44527,,79087.82,15
89979,Zona Hyatt,66069,,147348.39,16
89980,Paloma Hyatt,62132,,63927.4,17
89981,Craig Hyatt,43902,,131818.35,24
89982,Graydon Hyatt,57862,,110489.79,14
89983,Ah Hyatt,35009,,58358.0,2
89984,Billy Hyatt,37546,,59028.18,2
89985,Eleanor Hyatt,11587,,71650.98,11
89986,Cynthia Hyatt,88483,,47666.69,35
89987,India Hyatt,22647,,91545.26,35
89988,Dwaine Hyatt,28488,TechDept6,42452.0,31
89989,Girtha Hyatt,30382,,82164.94,44
89990,Haskell Hyatt,46064,,97620.87,38
89991,Clemma Hyatt,58134,,79529.56,15
89992,Merritt Hyatt,3333,TechDept8,121194.57,2
89993,Kaitlin Hyatt,27180,,120462.43,47
89994,Jeffie Hyatt,44027,TechDept5,33416.56,31
89995,Roscoe Hyatt,36600,,63108.25,43
89996,Duwayne Hyatt,9586,,86990.53,24
89997,Lorelai Hyatt,9456,TechDept5,34173.45,28
89998,Dylon Hyatt,18335,,134242.27,41
89999,Cathey Hyatt,6253,TechDept4,135620.91,29
90000,Stanislaus Hyatt,85930,,51187.41,48
90001,Leann Hyatt,20140,TechDept2,97043.5,0
90002,Edd Hyatt,1436,,92694.43,6
90003,Colon Hyatt,43941,,56651.61,40
90004,Virgel Hyatt,19031,TechDept8,116830.29,29
90005,Clemente Hyatt,72984,,142306.26,34
90006,Kaelyn Hyatt,29587,,66972.63,42
90007,Breonna Hyatt,44732,,58761.26,26
90008,Kurtis Hyatt,28640,,34994.25,32
90009,Corey Hyatt,54198,,138164.12,35
90010,Nannie Hyatt,54965,,63044.68,36
90011,Gladstone Hyatt,76816,,47016.88,35
90012,Jamar Hyatt,27200,,53892.97,21
90013,Jorden Hyatt,8580,,65163.59,9
90014,Carolina Hyatt,45328,,60960.54,31
90015,Torrey Hyatt,48781,,117079.11,20
90016,Miriah Hyatt,54797,,103851.72,21
90017,Florene Hyatt,63264,,83360.75,13
90018,Griselda Hyatt,1209,,86532.58,26
90019,Reva Hyatt,55108,,38592.67,42
90020,Colt Hyatt,6984,,106057.31,35
90021,Zenobia Hyatt,70040,TechDept1,108881.51,44
90022,Jaylene Hyatt,20790,,71906.62,3
90023,Berneice Hyatt,37318,,81781.28,42
90024,Rodger Hyatt,69430,,111025.29,7
90025,Fumiko Hyatt,54066,,62581.86,15
90026,Rahn Hyatt,2046,,90760.96,26
90027,Aura Hyatt,11593,TechDept2,57593.69,11
90028,Magdalena Hyatt,56235,,62173.05,35
90029,Davante Hyatt,11991,,76168.6,14
90030,Marietta Hyatt,72766,,98891.57,17
90031,Blas Hyatt,24058,,110160.47,22
90032,Johnpaul Hyatt,35819,,74739.63,40
90033,Tiera Hyatt,76717,,49711.44,0
90034,Vernelle Hyatt,67321,,56690.65,26
90035,Jeb Hyatt,29624,,99155.39,1
90036,Rona Hyatt,6595,,107846.98,50
90037,Alvy Hyatt,60450,,127135.24,5
90038,Elda Hyatt,21767,,142285.12,5
90039,Johnna Hyatt,16304,,111126.85,24
90040,Ernestina Hyatt,37515,,43024.53,22
90041,Versie Hyatt,28989,,72999.83,21
90042,Cale Hyatt,59770,,80921.69,8
90043,Tate Hyatt,31561,,86754.08,11
90044,Collin Hyatt,30976,,110973.85,25
90045,Arden Hyatt,70080,,87224.43,2
90046,Adriel Hyatt,64163,,76755.94,47
90047,Gordon Hyatt,11384,,138193.85,48
90048,Delphia Hyatt,37871,,65629.24,42
90049,Julisa Hyatt,48494,,80009.96,21
90050,Phebe Hyatt,75062,,50786.04,36
90051,Abigale Hyatt,20676,,91481.05,13
90052,Texie Hyatt,48267,,128953.25,10
90053,Lucina Hyatt,14139,,105672.51,3
90054,Lilianna Hyatt,23514,,131787.58,2
90055,Kathlene Hyatt,1707,,79723.97,9
90056,Elder Hyatt,33784,,81190.24,43
90057,Liza Hyatt,9973,,80978.54,13
90058,Kinsey Hyatt,49411,TechDept4,62935.21,14
90059,Viva Hyatt,64196,,143366.13,17
90060,Lonnie Hyatt,68370,,74089.35,35
90061,Shameka Hyatt,41440,,115030.43,1
90062,Calista Hyatt,26887,,59941.37,24
90063,Fredric Hyatt,36174,,121163.95,49
90064,Suzy Hyatt,22764,,95327.86,2
90065,Mariann Hyatt,71427,,145521.44,30
90066,Grant Hyatt,31600,,33787.5,29
90067,Kierra Hyatt,39918,,141760.03,38
90068,Elby Hyatt,22705,,60997.51,17
90069,Laquan Hyatt,41447,,56942.46,18
90070,Tobe Hyatt,48076,TechDept2,135864.12,7
90071,Fredrick Hyatt,74630,,49470.94,49
90072,Jeanette Hyatt,38463,,54422.23,27
90073,Lulu Hyatt,76034,TechDept3,62557.44,9
90074,Gayle Hyatt,42992,,39403.4,15
90075,Vina Hyatt,79526,,131806.17,37
90076,Wellington Hyatt,52116,,110544.07,47
90077,Asher Hyatt,48198,TechDept5,67239.25,30
90078,Nelia Hyatt,28878,,99149.32,44
90079,Cassius Hyatt,13223,TechDept4,57521.16,42
90080,Nadine Hyatt,16716,,62673.51,2
90081,Shanika Hyatt,69289,,55447.94,27
90082,Nicholaus Hyatt,37148,TechDept0,96861.82,49
90083,Shaniqua Hyatt,37522,,107501.66,26
90084,Janell Hyatt,27692,,110247.29,7
90085,Ellamae Hyatt,15238,,60039.77,21
90086,Dossie Hyatt,72481,,142865.1,7
90087,Halbert Hyatt,60634,,149746.2,11
90088,Rena Hyatt,38137,,82152.6,20
90089,Galilea Hyatt,36495,,97966.35,43
90090,Xiomara Hyatt,49719,,49879.5,26
90091,Caren Hyatt,81165,,93484.86,27
90092,Henery Hyatt,19782,,149031.36,27
90093,Hurley Hyatt,37181,,63584.18,48
90094,Joeseph Hyatt,2301,,68068.02,47
90095,Zane Hyatt,17419,,39176.86,34
90096,Geo Hyatt,58931,,100144.71,11
90097,Dakota Hyatt,89440,,140471.82,35
90098,Darcie Hyatt,55,,34836.02,49
90099,Kazuko Hyatt,15111,,32833.51,23
90100,Mendy Hyatt,29233,,74600.06,26
90101,Heyward Hyatt,67476,,50885.63,49
90102,Barney Hyatt,89262,,88211.5,9
90103,Carroll Hyatt,23649,,139707.08,27
90104,Clemmie Hyatt,50161,,90208.14,42
90105,Abelardo Hyatt,55280,,77118.88,21
90106,Lona Hyatt,75859,,31702.89,20
90107,Alaina Hyatt,9054,,55278.6,41
90108,Jody Hyatt,245,,139838.78,20
90109,Ana Hyatt,26354,,97765.78,48
90110,Luciano Hyatt,57888,,54255.22,39
90111,Loraine Hyatt,16358,TechDept0,136281.93,45
90112,Sie Hyatt,14406,,72835.35,22
90113,Jeanine Hyatt,77830,,129589.51,2
90114,Tolbert Hyatt,63175,,31078.58,26
90115,Welton Hyatt,30547,,141950.16,19
90116,Zaria Hyatt,7997,,32802.92,2
90117,Dario Hyatt,52652,,71882.76,27
90118,Doris Hyatt,45807,,101732.57,8
90119,Hoyt Hyatt,50253,,40162.21,30
90120,Kami Hyatt,22399,,64143.66,47
90121,Burk Hyatt,51470,,99057.4,26
90122,Elizbeth Hyatt,4929,,134135.81,5
90123,Cordelia Hyatt,89465,,30557.54,36
90124,Daniele Hyatt,73808,,145229.7,35
90125,Yoel Hyatt,30682,,139146.31,1
90126,Debbi Hyatt,73922,,148166.01,28
90127,Lucian Hyatt,51406,,82361.94,41
90128,Adalyn Hyatt,65668,,125151.54,2
90129,Denton Hyatt,64042,,114441.25,25
90130,Lynsey Hyatt,53988,,75157.38,42
90131,Kristin Hyatt,38784,,73166.99,22
90132,Ashlea Hyatt,78658,,104526.95,28
90133,Huy Hyatt,29000,,35704.82,11
90134,Verne Hyatt,17572,,62048.92,14
90135,Jaunita Hyatt,76293,,95941.98,45
90136,Reynolds Hyatt,1373,,59886.72,30
90137,Ace Hyatt,77014,,69192.38,28
90138,Annamae Hyatt,1573,,117313.46,19
90139,Ignatz Hyatt,25981,TechDept9,99351.61,6
90140,Manning Hyatt,82251,,41474.89,17
90141,Helmer Hyatt,2041,,115193.38,34
90142,Zelpha Hyatt,80407,,80526.03,6
90143,Maggie Hyatt,17960,,91583.42,8
90144,Dann Hyatt,83212,,48910.98,43
90145,Winnifred Hyatt,3950,,98296.54,11
90146,Alexandra Hyatt,51551,,148403.17,17
90147,Elgie Hyatt,35633,,100301.28,0
90148,Norita Hyatt,69430,,75323.66,29
90149,Dolphus Hyatt,18682,,131085.3,47
90150,Josue Hyatt,3069,,45807.57,50
90151,Meta Hyatt,32720,,69477.67,39
90152,Sherree Hyatt,36723,,71063.56,19
90153,Shirl Hyatt,48230,,119743.71,10
90154,Arvilla Hyatt,89286,,83322.47,44
90155,Tom Hyatt,51880,TechDept8,39057.36,1
90156,Khalil Hyatt,21277,,56472.54,7
90157,Cathy Hyatt,63063,,125222.85,23
90158,Miranda Hyatt,87633,,122125.55,21
90159,Trena Hyatt,45321,,122299.94,26
90160,Dwane Hyatt,38018,,97730.84,44
90161,Harvey Hyatt,29233,,73869.6,44
90162,Magdalene Hyatt,67746,TechDept5,94245.15,8
90163,Elwyn Hyatt,25116,,62369.09,5
90164,Gunnar Hyatt,6699,,79462.2,9
90165,Burdette Hyatt,63792,,93617.44,45
90166,Arkie Hyatt,4366,TechDept0,118905.41,35
90167,Icie Hyatt,46985,,103508.51,9
90168,Nakita Hyatt,82054,,67997.49,18
90169,Warner Hyatt,6557,,65057.89,29
90170,Jacob Hyatt,9513,,133196.7,28
90171,Kenji Hyatt,55255,,108296.36,45
90172,Leonidas Hyatt,85861,,44832.39,23
90173,Sergio Hyatt,32480,,141751.78,14
90174,Syed Hyatt,39268,,134367.89,10
90175,Dionne Hyatt,24319,,141818.61,22
90176,Dulce Hyatt,21030,,111139.99,32
90177,Christop Hyatt,2635,,126425.22,38
90178,Kathaleen Hyatt,27779,,49938.37,7
90179,Peggy Hyatt,50877,,73756.01,12
90180,Leoma Hyatt,11800,,123869.75,2
90181,Jacqueline Hyatt,61832,,129743.12,12
90182,Michial Hyatt,38033,,73174.1,24
90183,Johannah Hyatt,5355,TechDept3,59982.59,0
90184,Rianna Hyatt,41959,,105343.09,43
90185,Emry Hyatt,39251,,102789.3,20
90186,Zeno Hyatt,39238,,136277.05,27
90187,Benard Hyatt,18525,,104951.13,0
90188,Ara Hyatt,13377,,86556.99,34
90189,Iyanna Hyatt,77394,,94796.47,32
90190,Tanja Hyatt,89452,,63567.15,20
90191,Margene Hyatt,47893,,98813.45,28
90192,Reyna Hyatt,58897,,77028.0,21
90193,Braydon Hyatt,79791,,91505.36,31
90194,Tawanda Hyatt,7983,,118328.27,31
90195,Landen Hyatt,2524,,58308.77,21
90196,Burnie Hyatt,38918,,89010.08,18
90197,Norberto Hyatt,41291,,98179.94,10
90198,Edson Hyatt,15250,,127518.32,44
90199,Octavie Hyatt,47713,,72830.9,29
90200,Frankie Hyatt,39447,TechDept9,136814.38,39
90201,Scot Hyatt,61000,,132310.26,38
90202,Edrie Hyatt,89180,,42000.63,26
90203,Kevin Hyatt,25392,,53661.78,2
90204,Robyn Hyatt,17865,,115111.12,16
90205,Stan Hyatt,9243,,100078.79,46
90206,Luana Hyatt,760,,71885.36,11
90207,Byrdie Hyatt,8541,TechDept2,124219.55,10
90208,Keenan Hyatt,66465,,66941.93,11
90209,Nickolas Hyatt,45148,TechDept0,49994.39,26
90210,Lucie Hyatt,76180,,115900.35,30
90211,Van Hyatt,76865,,38382.25,5
90212,Rosanna Hyatt,26019,,84069.09,15
90213,Estefania Hyatt,77915,,58053.48,16
90214,Roxann Hyatt,66128,,131733.47,10
90215,Lott Hyatt,71200,,140172.43,22
90216,Maeve Hyatt,18596,,95565.13,23
90217,Schuyler Hyatt,13423,,84981.15,8
90218,Lonny Hyatt,68211,,104085.85,29
90219,Marylouise Hyatt,53636,,131348.57,26
90220,Torey Hyatt,27914,,65822.35,9
90221,Dean Hyatt,58481,,103386.73,30
90222,Ronda Hyatt,22256,,118566.34,47
90223,Ronna Hyatt,27585,TechDept9,81645.83,23
90224,Delos Hyatt,29129,,61258.7,39
90225,Rihanna Hyatt,24623,,84481.13,9
90226,Vernita Hyatt,78099,,63463.49,8
90227,Analia Hyatt,88717,,100446.85,15
90228,Beula Hyatt,23259,,103621.96,47
90229,Najee Hyatt,50541,,47569.09,19
90230,Benita Hyatt,79418,,41692.23,24
90231,Katharine Hyatt,57117,TechDept8,101029.77,1
90232,Cruz Hyatt,13578,,58003.65,38
90233,Payten Hyatt,69180,TechDept3,98774.86,8
90234,Alden Hyatt,4785,,89194.38,26
90235,Columbus Hyatt,69357,,48359.43,13
90236,Tracie Hyatt,7306,,34640.07,9
90237,Sydney Hyatt,8772,TechDept5,59945.34,34
90238,Sherwin Hyatt,3242,,94865.02,34
90239,Arba Hyatt,68964,,46254.62,15
90240,Valery Hyatt,57220,,140385.96,10
90241,Brady Hyatt,44586,TechDept4,30213.71,0
90242,Terese Hyatt,37626,,56557.49,46
90243,Stacie Hyatt,49255,,125967.39,15
90244,Lenard Hyatt,30814,,45209.68,46
90245,Gaylen Hyatt,46749,,54593.65,50
90246,Mariano Hyatt,67415,,103038.74,16
90247,Elzada Hyatt,69400,,42292.88,48
90248,Harlen Hyatt,49821,,44267.06,2
90249,Gussie Hyatt,60325,TechDept1,106568.78,21
90250,Alvah Hyatt,16200,,67236.93,39
90251,Rylan Hyatt,63753,,67386.03,30
90252,Kiefer Hyatt,24809,,85708.34,10
90253,Susan Hyatt,20201,TechDept7,115831.45,28
90254,Verlyn Hyatt,69981,,37429.8,15
90255,Bama Hyatt,12858,,116402.52,50
90256,Viviana Hyatt,48342,,84230.34,7
90257,Elfie Hyatt,57405,,88352.51,36
90258,Cilla Hyatt,27411,,57359.53,47
90259,Winifred Hyatt,84709,,49858.94,15
90260,Sabra Hyatt,1566,,75849.87,35
90261,Erie Hyatt,76908,TechDept8,63553.15,5
90262,Kathlyn Hyatt,50059,,51247.53,5
90263,Janet Hyatt,24742,,53156.41,29
90264,Mari Hyatt,29079,,59779.2,12
90265,Hunt Hyatt,6461,,139105.27,47
90266,Cleone Hyatt,50266,,40417.87,44
90267,Whitley Hyatt,5463,,113621.46,29
90268,Adamaris Hyatt,52751,,31242.05,18
90269,Kandy Hyatt,82725,,116995.01,42
90270,Evangelina Hyatt,55592,,38852.23,32
90271,Reed Hyatt,73644,,105178.28,11
90272,Jovany Hyatt,66032,,133690.55,25
90273,Kimberlie Hyatt,606,,104734.56,29
90274,Khiry Hyatt,52796,,135954.24,14
90275,Mya Hyatt,26806,,128529.1,0
90276,Marguerite Hyatt,77559,,145417.03,11
90277,Alfredo Hyatt,32797,,101282.66,34
90278,Jalissa Hyatt,49514,,149118.76,3
90279,Brent Hyatt,3494,,144452.08,10
90280,Lorinda Hyatt,70866,,70134.84,14
90281,Yasmine Hyatt,26633,,79777.23,31
90282,Audry Hyatt,73529,,38115.67,10
90283,Venie Hyatt,48320,,103917.86,28
90284,Albertine Hyatt,43986,TechDept0,43756.91,47
90285,Alisa Hyatt,52384,TechDept8,136032.81,34
90286,Harlene Hyatt,37709,TechDept5,148321.7,38
90287,Shari Hyatt,56171,,143932.37,8
90288,Ottilie Hyatt,36126,,138492.56,12
90289,Aleah Hyatt,32681,,146086.95,50
90290,Woodie Hyatt,85786,,43258.7,27
90291,Arie Hyatt,28583,TechDept9,33685.85,11
90292,Franklyn Hyatt,67782,,74428.26,19
90293,Hence Hyatt,70900,,119858.28,35
90294,Nevaeh Hyatt,51755,,37023.97,45
90295,Kazuo Hyatt,34232,,81232.63,15
90296,Chad Hyatt,49786,,93770.75,4
90297,Dion Hyatt,61989,,149391.06,12
90298,Dominik Hyatt,59801,,97739.34,7
90299,Lawerence Hyatt,5344,,119604.6,19
90300,Conway Hyatt,43394,,64049.83,30
90301,Selena Hyatt,64538,,143735.58,38
90302,Elana Hyatt,59437,,91135.97,30
90303,Vince Hyatt,54708,,101822.28,37
90304,Flavia Hyatt,42035,,30064.86,17
90305,Lesley Hyatt,35200,TechDept6,100110.12,23
90306,Bascom Hyatt,28618,,52658.5,1
90307,Lambert Hyatt,19337,,144788.16,47
90308,Patrice Hyatt,1260,,42768.21,32
90309,Denver Hyatt,87565,,70350.11,1
90310,Raymond Hyatt,89060,,145749.93,15
90311,Azaria Hyatt,70684,,50518.48,39
90312,Dedrick Hyatt,10515,,44845.17,45
90313,Eugenio Hyatt,76834,,30110.38,17
90314,Vashon Hyatt,52349,,115126.62,7
90315,Kaye Hyatt,16718,,108547.71,39
90316,Julianna Hyatt,69990,,50019.94,6
90317,Sandy Hyatt,55392,,128970.51,11
90318,Frida Hyatt,78,,99431.03,23
90319,Jack Hyatt,73348,,134387.61,42
90320,Rolanda Hyatt,5135,,111903.76,44
90321,Pallie Hyatt,11282,TechDept7,123129.4,42
90322,Shyla Hyatt,46872,,40736.91,1
90323,Bria Hyatt,40595,,85747.03,30
90324,Winthrop Hyatt,79051,,34303.07,48
90325,Elsie Hyatt,54859,,100384.56,2
90326,Roby Hyatt,57315,,110525.54,29
90327,Ason Hyatt,33934,,34342.93,12
90328,Ariella Hyatt,87742,,48979.95,47
90329,Greta Hyatt,33701,TechDept2,146092.03,45
90330,Tamica Hyatt,12269,,143739.29,48
90331,Phillip Hyatt,9633,,31026.65,6
90332,Emma Hyatt,79387,,98519.34,20
90333,Bobbi Hyatt,71624,,48376.96,22
90334,Corinne Hyatt,81713,,111208.79,47
90335,Manuela Hyatt,20961,,62515.36,19
90336,Shafter Hyatt,80619,,135806.89,21
90337,Sebrina Hyatt,73227,,135741.39,50
90338,Jaclyn Hyatt,90245,,112414.6,33
90339,Cornie Hyatt,25701,TechDept1,78744.81,17
90340,London Hyatt,7694,,135485.81,43
90341,Sherman Hyatt,34926,,64717.88,36
90342,Mannie Hyatt,59807,,70616.71,10
90343,Hermon Hyatt,35305,,147124.16,8
90344,Elwanda Hyatt,22297,,44134.18,16
90345,Alexandrea Hyatt,59385,,139650.38,3
90346,Drake Hyatt,54585,,66967.1,5
90347,Tayla Hyatt,60624,,89555.58,26
90348,Roll Hyatt,85339,TechDept0,83675.57,3
90349,Baylie Hyatt,24076,,33414.61,31
90350,Shasta Hyatt,42914,,56515.49,48
90351,Brandyn Hyatt,77107,,110584.82,4
90352,Sondra Hyatt,26698,,98348.59,33
90353,Minerva Hyatt,85803,,129439.36,3
90354,Hughie Hyatt,14431,,109078.88,39
90355,Isidro Hyatt,87856,,108529.0,39
90356,Robt Hyatt,40184,,68717.59,31
90357,Cristian Hyatt,43226,,97708.49,14
90358,Jorja Hyatt,57376,TechDept3,66058.89,2
90359,Skyla Hyatt,16722,TechDept7,133471.54,44
90360,Lahoma Hyatt,7846,,40629.47,40
90361,Nelle Hyatt,4559,,148233.59,24
90362,Jaxon Hyatt,7997,,118225.48,18
90363,Vella Hyatt,69850,,62407.62,22
90364,Ximena Hyatt,88483,,36822.8,31
90365,Warren Hyatt,76022,TechDept3,52435.19,0
90366,Cathryn Hyatt,45023,,140091.1,7
90367,Irena Hyatt,86514,,105281.04,41
90368,Flem Hyatt,81194,,114528.24,13
90369,Javen Hyatt,26409,TechDept2,116119.17,34
90370,Gannon Hyatt,14399,TechDept4,115643.66,49
90371,Adron Hyatt,69011,,142355.59,47
90372,Ilda Hyatt,65090,TechDept9,52160.33,4
90373,Lennie Hyatt,86502,,40223.13,18
90374,Tegan Hyatt,27492,,65149.1,17
90375,Julie Hyatt,69766,,149215.65,50
90376,Mateo Hyatt,84566,,34367.63,27
90377,Calleigh Hyatt,84294,,115850.97,29
90378,Madison Hyatt,7818,TechDept9,121860.58,7
90379,Charline Hyatt,31202,,62832.59,39
90380,Jabez Hyatt,37266,,137682.88,1
90381,Brianda Hyatt,498,TechDept0,120353.69,13
90382,Kim Hyatt,23866,,145309.58,6
90383,Oleta Hyatt,10235,,80149.01,18
90384,Reanna Hyatt,37662,,103362.79,15
90385,Keandre Hyatt,36694,,56600.77,20
90386,Rocio Hyatt,33672,,123560.46,21
90387,Jaxson Hyatt,65127,,87636.98,3
90388,River Hyatt,5427,,136043.18,4
90389,Lynwood Hyatt,5454,TechDept3,47310.46,1
90390,Belle Hyatt,25608,TechDept4,93774.47,39
90391,Serina Hyatt,28130,TechDept2,40757.98,1
90392,Ammie Hyatt,44131,,130348.94,2
90393,Les Hyatt,40400,,59353.44,33
90394,Darwyn Hyatt,55078,,116193.24,46
90395,Gilmore Hyatt,2214,,148003.95,50
90396,Amy Hyatt,19957,,80877.6,8
90397,Jasen Hyatt,64862,TechDept9,136729.24,49
90398,Karter Hyatt,49252,,52222.96,33
90399,Hal Hyatt,45171,,97974.49,43
90400,Marci Hyatt,62010,TechDept3,116141.54,7
90401,Son Hyatt,68436,,47593.91,24
90402,Saundra Hyatt,44568,,76145.86,40
90403,Cedrick Hyatt,28232,,143192.47,19
90404,Giuseppe Hyatt,15049,,30332.44,25
90405,Damarion Hyatt,31731,,34544.79,21
90406,Jacquelyn Hyatt,1017,,118553.65,12
90407,Columbia Hyatt,52517,,94907.99,49
90408,Barrie Hyatt,11686,,141942.02,22
90409,Lim Hyatt,50691,,67902.62,8
90410,Abbie Hyatt,14016,,121667.46,35
90411,Evans Hyatt,69348,,93301.91,31
90412,Hughes Hyatt,38770,,72167.37,28
90413,Pennie Hyatt,41131,TechDept3,92817.37,30
90414,Augustine Hyatt,1614,,148918.3,41
90415,Vonetta Hyatt,86174,,66898.79,15
90416,Starling Hyatt,52212,TechDept6,87250.07,36
90417,Bertram Hyatt,27132,,64830.35,17
90418,Arlis Hyatt,51102,,89528.22,39
90419,Leta Hyatt,63402,TechDept9,53408.93,7
90420,Caleigh Hyatt,36948,,145263.71,23
90421,Karon Hyatt,67209,,55046.89,21
90422,Cherryl Hyatt,33360,,67004.78,15
90423,Reinaldo Hyatt,14812,,52789.1,31
90424,Lizette Hyatt,41493,,99309.76,27
90425,Ciji Hyatt,12244,,67839.25,13
90426,Juanita Hyatt,42457,,74047.24,15
90427,Fayette Hyatt,78493,TechDept5,134265.03,43
90428,Saverio Hyatt,28226,,108454.82,29
90429,Juston Hyatt,12282,TechDept4,105709.53,14
90430,Alphonsine Hyatt,27325,,34793.2,32
90431,Joselin Hyatt,46126,TechDept7,108644.38,6
90432,Karma Hyatt,36658,,144080.3,45
90433,Fae Hyatt,77684,,143340.22,18
90434,Hideo Hyatt,46803,,69466.98,15
90435,Myrtle Hyatt,32361,,43496.07,7
90436,Korbin Hyatt,55835,,140008.37,10
90437,Rick Hyatt,81954,,118623.7,42
90438,Corina Hyatt,60171,,62834.48,45
90439,Irma Hyatt,7390,,79525.25,27
90440,Yessenia Hyatt,70653,,118443.06,38
90441,Karyme Hyatt,30438,,42613.89,28
90442,Milton Hyatt,19340,,36690.94,50
90443,Walter Hyatt,32088,,56415.01,22
90444,Gladyce Hyatt,13002,,89760.98,40
90445,Elwood Hyatt,26020,,132731.25,29
90446,Ralph Hyatt,15990,,140768.55,37
90447,Nell Hyatt,67077,,124570.74,35
90448,Antonia Hyatt,77498,,125957.85,23
90449,Lalla Hyatt,78581,,107565.55,36
90450,Joanne Hyatt,56586,,74088.06,21
90451,Octavio Hyatt,12288,,118253.13,45
90452,Tyriq Hyatt,12280,,33366.86,24
90453,Coleen Hyatt,82625,,52612.13,26
90454,Veta Hyatt,146,,107762.56,3
90455,Abigail Hyatt,3716,,46510.46,6
90456,Evelina Hyatt,13579,,60797.63,4
90457,Tammy Hyatt,39469,,39180.43,25
90458,Felicity Hyatt,42674,,140638.61,48
