ssnum,name,course,grade
83142,Percival Murphy,Computer Science,1.22
83143,Elgin Murphy,Computer Science,1.81
83144,Jevon Murphy,Math,2.41
83145,Suzie Murphy,Computer Science,1.47
83146,Davonta Murphy,Physics,1.1
83147,Ronin Murphy,Computer Science,2.59
83148,Gillian Murphy,Physics,3.44
83149,Tito Murphy,Chemistry,3.97
83150,Izayah Murphy,Biology,3.51
83151,Angelica Murphy,Math,3.45
83152,Audriana Murphy,Chemistry,1.82
83153,Cliffie Murphy,Chemistry,2.89
83154,Jeryl Murphy,Chemistry,4.39
83155,April Murphy,Math,4.13
83156,Emeline Murphy,Physics,2.27
83157,Pauletta Murphy,Computer Science,3.07
83158,Pearle Murphy,Biology,4.6
83159,Lidie Murphy,Physics,1.31
83160,Tilda Murphy,Physics,3.57
83161,Daniele Murphy,Math,4.62
83162,Domenic Murphy,Math,4.32
83163,Dabney Murphy,Computer Science,1.56
83164,Orval Murphy,Computer Science,2.99
83165,Devin Murphy,Physics,2.84
83166,Hasel Murphy,Physics,3.76
83167,Ellamae Murphy,Physics,1.87
83168,Maurine Murphy,Physics,4.12
83169,Herlinda Murphy,Physics,1.28
83170,Krish Murphy,Chemistry,3.43
83171,Oren Murphy,Biology,1.59
83172,Izola Murphy,Math,2.59
83173,Bert Murphy,Biology,3.63
83174,Carolyne Murphy,Chemistry,1.62
83175,Zain Murphy,Chemistry,1.51
83176,Barbie Murphy,Biology,4.82
83177,Briley Murphy,Computer Science,4.5
83178,Lorin Murphy,Biology,2.5
83179,Magdalena Murphy,Chemistry,1.9
83180,Willodean Murphy,Math,4.33
83181,Esperanza Murphy,Biology,4.44
83182,Araminta Murphy,Computer Science,3.61
83183,Rhett Murphy,Biology,2.62
83184,Taurus Murphy,Computer Science,4.03
83185,Nakia Murphy,Physics,3.4
83186,Maryam Murphy,Chemistry,3.62
83187,Oakley Murphy,Biology,4.13
83188,Korey Murphy,Physics,4.65
83189,Nohely Murphy,Chemistry,3.22
83190,Angella Murphy,Computer Science,1.22
83191,Cadence Murphy,Math,4.26
83192,Torrie Murphy,Physics,2.23
83193,Darian Murphy,Computer Science,1.41
83194,Perry Murphy,Computer Science,4.84
83195,Jerome Murphy,Math,2.13
83196,Tye Murphy,Math,4.16
83197,Hilliard Murphy,Biology,3.31
83198,Codi Murphy,Physics,2.9
83199,Mark Murphy,Chemistry,2.58
83200,Orvel Murphy,Biology,2.21
83201,Esley Murphy,Biology,1.54
83202,Harm Murphy,Computer Science,3.53
83203,Pamela Murphy,Math,3.82
83204,Roby Murphy,Biology,3.03
83205,Luetta Murphy,Math,4.82
83206,Myrtis Murphy,Math,2.05
83207,Horatio Murphy,Physics,3.76
83208,Mellie Murphy,Math,1.82
83209,Ambers Murphy,Physics,4.44
83210,Bernie Murphy,Physics,2.32
83211,Trevon Murphy,Chemistry,2.69
83212,Rigoberto Murphy,Computer Science,3.87
83213,Torrance Murphy,Math,1.96
83214,Bennett Murphy,Physics,3.32
83215,Delores Murphy,Biology,2.47
83216,Kent Murphy,Math,4.89
83217,Tawana Murphy,Computer Science,4.86
83218,Hall Murphy,Computer Science,3.69
83219,Dijon Murphy,Physics,3.11
83220,Vela Murphy,Physics,2.83
83221,Darcie Murphy,Biology,4.55
83222,Zona Murphy,Chemistry,2.03
83223,Jackie Murphy,Chemistry,2.22
83224,Pamala Murphy,Chemistry,3.76
83225,Ryley Murphy,Chemistry,3.64
83226,Myla Murphy,Physics,1.48
83227,Charline Murphy,Physics,4.27
83228,Rihanna Murphy,Biology,1.42
83229,Seymour Murphy,Physics,4.72
83230,Katlyn Murphy,Physics,4.42
83231,Iyanna Murphy,Physics,3.39
83232,Ami Murphy,Physics,2.05
83233,Virgil Murphy,Math,3.16
83234,Corina Murphy,Biology,1.95
83235,Adalynn Murphy,Chemistry,1.33
83236,Harlen Murphy,Computer Science,4.26
83237,Hortencia Murphy,Computer Science,2.29
83238,Kory Murphy,Computer Science,1.18
83239,Arland Murphy,Biology,1.18
83240,Camille Murphy,Biology,1.32
83241,Makaila Murphy,Math,4.77
83242,Loria Murphy,Physics,3.39
83243,Kadin Murphy,Computer Science,1.96
83244,Toivo Murphy,Physics,4.32
83245,Sophia Murphy,Biology,4.59
83246,Kenney Murphy,Chemistry,1.77
83247,Kelsie Murphy,Physics,3.21
83248,Barnard Murphy,Computer Science,4.49
83249,Brittnay Murphy,Chemistry,2.22
83250,Jabbar Murphy,Chemistry,2.05
83251,Allyn Murphy,Physics,1.62
83252,Dorsey Murphy,Physics,1.79
83253,Almer Murphy,Computer Science,2.88
83254,Gaylord Murphy,Computer Science,1.87
83255,Goebel Murphy,Chemistry,3.06
83256,Billie Murphy,Computer Science,4.14
83257,Lilyanna Murphy,Computer Science,2.73
83258,Cap Murphy,Physics,2.47
83259,Athena Murphy,Chemistry,1.0
83260,Omie Murphy,Physics,3.97
83261,Lucetta Murphy,Chemistry,1.38
83262,Maddox Murphy,Computer Science,3.31
83263,Arnulfo Murphy,Math,1.59
83264,Reginald Murphy,Math,2.79
83265,Ardith Murphy,Math,2.39
83266,Lita Murphy,Chemistry,4.4
83267,Biddie Murphy,Physics,3.35
83268,Brittanie Murphy,Chemistry,4.04
83269,Rolanda Murphy,Chemistry,1.63
83270,Colt Murphy,Biology,2.79
83271,Alvina Murphy,Chemistry,2.21
83272,Ludie Murphy,Computer Science,3.76
83273,Jakob Murphy,Chemistry,2.57
83274,Shan Murphy,Biology,1.55
83275,Deyanira Murphy,Chemistry,2.08
83276,Aura Murphy,Chemistry,4.43
83277,Colin Murphy,Math,2.36
83278,Liane Murphy,Computer Science,3.77
83279,Paralee Murphy,Chemistry,1.9
83280,Joslyn Murphy,Physics,4.79
83281,Karri Murphy,Chemistry,2.47
83282,Iverson Murphy,Physics,2.48
83283,Rollie Murphy,Computer Science,3.16
83284,Candis Murphy,Computer Science,4.59
83285,Jerrell Murphy,Biology,1.36
83286,Donn Murphy,Computer Science,4.92
83287,Cherelle Murphy,Physics,4.88
83288,Archer Murphy,Math,1.36
83289,Vernia Murphy,Math,2.16
83290,Prudie Murphy,Math,1.67
83291,Rakeem Murphy,Physics,1.8
83292,Aria Murphy,Chemistry,3.93
83293,Chessie Murphy,Math,4.71
83294,Miriam Murphy,Computer Science,3.26
83295,Isabel Murphy,Physics,2.73
83296,Nicola Murphy,Biology,1.89
83297,Truman Murphy,Physics,4.56
83298,Marti Murphy,Biology,1.24
83299,Jovanny Murphy,Biology,1.12
83300,Susan Murphy,Computer Science,3.7
83301,Sanaa Murphy,Chemistry,4.05
83302,Rogers Murphy,Physics,4.11
83303,Alys Murphy,Biology,3.2
83304,Shonna Murphy,Computer Science,2.32
83305,Vick Murphy,Math,1.42
83306,Jagger Murphy,Physics,2.06
83307,Donny Murphy,Math,3.29
83308,Art Murphy,Chemistry,1.68
83309,Elwanda Murphy,Biology,2.08
83310,Madalyn Murphy,Biology,2.86
83311,Israel Murphy,Biology,4.7
83312,Erma Murphy,Math,2.54
83313,Dewey Murphy,Math,1.63
83314,Maleah Murphy,Chemistry,2.43
83315,Neppie Murphy,Computer Science,1.84
83316,Richard Murphy,Chemistry,2.96
83317,Clearence Murphy,Computer Science,1.27
83318,Mabel Murphy,Chemistry,1.87
83319,Easter Murphy,Math,2.31
83320,Tawnya Murphy,Math,4.41
83321,Amasa Murphy,Math,3.96
83322,Konnor Murphy,Chemistry,2.79
83323,Suzanne Murphy,Biology,1.52
83324,Fiona Murphy,Physics,3.07
83325,Ashlyn Murphy,Physics,1.52
83326,Isla Murphy,Chemistry,1.49
83327,Omarion Murphy,Math,2.81
83328,Markel Murphy,Computer Science,2.14
83329,Kittie Murphy,Chemistry,3.18
83330,Sebastian Murphy,Chemistry,2.05
83331,Myrl Murphy,Computer Science,2.18
83332,Edd Murphy,Physics,1.46
83333,Simona Murphy,Math,1.43
83334,Caryl Murphy,Chemistry,2.26
83335,Bell Murphy,Biology,3.5
83336,Melisa Murphy,Biology,1.82
83337,Antione Murphy,Physics,4.01
83338,Benita Murphy,Chemistry,4.98
83339,Laurette Murphy,Math,4.07
83340,Zoe Murphy,Computer Science,5.0
83341,Rodrigo Murphy,Physics,4.98
83342,Rianna Murphy,Chemistry,3.2
83343,Dondre Murphy,Biology,1.83
83344,Harlene Murphy,Math,1.56
83345,Cal Murphy,Chemistry,3.84
83346,Deirdre Murphy,Computer Science,1.73
83347,Anya Murphy,Biology,4.49
83348,Merton Murphy,Chemistry,2.61
83349,Valorie Murphy,Chemistry,2.31
83350,Georganna Murphy,Chemistry,1.65
83351,Brice Murphy,Chemistry,3.74
83352,Zaria Murphy,Chemistry,3.49
83353,Renita Murphy,Chemistry,4.63
83354,Stefanie Murphy,Computer Science,4.28
83355,True Murphy,Computer Science,3.64
83356,Estefania Murphy,Physics,4.39
83357,Artie Murphy,Computer Science,2.21
83358,Helga Murphy,Biology,2.1
83359,Wilburn Murphy,Computer Science,1.07
83360,Solon Murphy,Chemistry,4.95
83361,Adelaide Murphy,Computer Science,1.91
83362,Gilman Murphy,Physics,2.56
83363,Shalon Murphy,Physics,4.19
83364,Jodi Murphy,Math,4.34
83365,Johnathon Murphy,Chemistry,1.31
83366,Amir Murphy,Chemistry,2.38
83367,Bobby Murphy,Computer Science,2.52
83368,Ivanna Murphy,Physics,4.17
83369,Renada Murphy,Chemistry,3.64
83370,Essie Murphy,Computer Science,1.64
83371,Naoma Murphy,Computer Science,4.21
83372,Hassie Murphy,Chemistry,4.69
83373,George Murphy,Chemistry,1.3
83374,Alesha Murphy,Physics,1.29
83375,Glenna Murphy,Chemistry,3.01
83376,Lakesha Murphy,Physics,4.72
83377,Chris Murphy,Physics,2.57
83378,Tanner Murphy,Physics,1.33
83379,Pepper Murphy,Chemistry,3.31
83380,Leda Murphy,Computer Science,4.94
83381,Gerrit Murphy,Computer Science,4.8
83382,Lottie Murphy,Chemistry,2.16
83383,Anais Murphy,Computer Science,3.62
83384,Remy Murphy,Chemistry,2.68
83385,Latrell Murphy,Physics,4.07
83386,Eveline Murphy,Chemistry,4.13
83387,Bryana Murphy,Computer Science,1.09
83388,Ignatius Murphy,Chemistry,2.64
83389,Gustie Murphy,Physics,4.81
83390,Jere Murphy,Biology,2.3
83391,Vaughn Murphy,Chemistry,1.25
83392,Refugio Murphy,Biology,3.38
83393,Ned Murphy,Math,2.89
83394,Osbaldo Murphy,Computer Science,2.87
83395,Caroline Murphy,Physics,3.57
83396,Eliot Murphy,Math,3.58
83397,Jeanine Murphy,Math,4.0
83398,Zelma Murphy,Physics,3.7
83399,Adalyn Murphy,Biology,3.04
83400,Shyann Murphy,Computer Science,3.07
83401,Levon Murphy,Math,3.65
83402,Heidi Murphy,Math,4.96
83403,Calhoun Murphy,Chemistry,2.34
83404,Isreal Murphy,Biology,2.17
83405,Madora Murphy,Biology,1.62
83406,Flora Murphy,Computer Science,4.22
83407,Kennith Murphy,Physics,2.6
83408,Hank Murphy,Physics,3.97
83409,Ola Murphy,Biology,1.89
83410,Ham Murphy,Physics,2.27
83411,Dwight Murphy,Computer Science,1.89
83412,Prosper Murphy,Math,4.05
83413,Rudolph Murphy,Math,2.97
83414,Lafe Murphy,Computer Science,3.81
83415,Juluis Murphy,Chemistry,3.96
83416,Salina Murphy,Math,2.13
83417,Penelope Murphy,Math,3.07
83418,Algie Murphy,Computer Science,2.48
83419,Zollie Murphy,Computer Science,4.24
83420,Rickey Murphy,Computer Science,1.54
83421,Nolia Murphy,Computer Science,3.93
83422,Aubree Murphy,Math,3.46
83423,Talia Murphy,Computer Science,3.16
83424,Edison Murphy,Chemistry,1.88
83425,Saundra Murphy,Physics,4.25
83426,Katharine Murphy,Physics,4.87
83427,Bridgett Murphy,Computer Science,3.67
83428,Emit Murphy,Computer Science,2.67
83429,Chastity Murphy,Physics,3.58
83430,Vicky Murphy,Biology,1.91
83431,Ulises Murphy,Computer Science,4.68
83432,Zoie Murphy,Physics,3.17
83433,Dustan Murphy,Physics,3.88
83434,Immanuel Murphy,Computer Science,3.37
83435,Denise Murphy,Computer Science,2.33
83436,Pratt Murphy,Chemistry,2.79
83437,Coolidge Murphy,Biology,4.7
83438,Michal Murphy,Biology,3.61
83439,Lockie Murphy,Computer Science,4.24
83440,Karen Murphy,Computer Science,4.05
83441,Estefani Murphy,Physics,1.82
83442,John Murphy,Math,4.75
83443,Norene Murphy,Computer Science,4.94
83444,Mateo Murphy,Biology,4.45
83445,Jeffery Murphy,Computer Science,2.91
83446,Gloria Murphy,Math,3.29
83447,Gray Murphy,Computer Science,3.94
83448,Almyra Murphy,Biology,2.66
83449,Caitlynn Murphy,Physics,4.9
83450,Almon Murphy,Math,2.53
83451,Lani Murphy,Chemistry,1.8
83452,Tracey Murphy,Computer Science,4.34
83453,Gino Murphy,Computer Science,1.41
83454,Flossie Murphy,Math,2.4
83455,Lisbeth Murphy,Math,2.97
83456,Myranda Murphy,Computer Science,3.77
83457,Brennan Murphy,Computer Science,4.19
83458,Lynda Murphy,Physics,2.48
83459,Gaynell Murphy,Math,1.47
83460,Wendel Murphy,Computer Science,1.25
83461,Violet Murphy,Math,3.88
83462,Cheryl Murphy,Math,2.87
83463,Ruthie Murphy,Physics,4.27
83464,Kathlene Murphy,Computer Science,4.15
83465,Elton Murphy,Math,3.98
83466,Marcus Murphy,Biology,4.35
83467,Warner Murphy,Chemistry,3.02
83468,Keara Murphy,Chemistry,1.39
83469,Baby Murphy,Biology,1.61
83470,Zackary Murphy,Biology,4.92
83471,Hasan Murphy,Chemistry,2.17
83472,Alethea Murphy,Math,4.3
83473,Benji Murphy,Biology,2.92
83474,Jadyn Murphy,Math,1.33
83475,Garnet Murphy,Biology,3.27
83476,Ninnie Murphy,Computer Science,4.52
83477,Sonji Murphy,Physics,3.25
83478,Caro Murphy,Physics,4.92
83479,Trace Murphy,Chemistry,3.13
83480,Grisel Murphy,Math,2.62
83481,Joellen Murphy,Math,4.24
83482,Adrian Murphy,Physics,1.94
83483,Suzann Murphy,Physics,1.93
83484,Tobi Murphy,Physics,4.85
83485,Iva Murphy,Chemistry,1.71
83486,Koen Murphy,Computer Science,3.54
83487,Yulissa Murphy,Biology,4.59
83488,Walton Murphy,Biology,1.15
83489,Clora Murphy,Computer Science,4.68
83490,Nicolle Murphy,Biology,3.88
83491,Tamia Murphy,Biology,4.48
83492,Anthony Murphy,Computer Science,1.83
83493,Lovett Murphy,Computer Science,3.57
83494,Woodrow Murphy,Physics,2.79
83495,Emmitt Murphy,Chemistry,4.92
83496,Yessenia Murphy,Chemistry,1.24
83497,Kendrick Murphy,Biology,4.99
83498,Diane Murphy,Math,2.26
83499,Sawyer Murphy,Biology,3.32
83500,Dahlia Murphy,Computer Science,4.12
83501,Richelle Murphy,Biology,2.38
83502,Janyce Murphy,Biology,4.43
83503,Lorayne Murphy,Physics,3.51
83504,Winford Murphy,Physics,4.05
83505,Alanna Murphy,Chemistry,4.83
83506,Gertrude Murphy,Computer Science,4.48
83507,Chelsey Murphy,Physics,2.05
83508,Darline Murphy,Chemistry,1.78
83509,Omer Murphy,Math,4.58
83510,Ricardo Murphy,Math,1.07
83511,Rollo Murphy,Chemistry,1.27
83512,Gene Murphy,Biology,2.16
83513,Eloise Murphy,Chemistry,2.77
83514,Sincere Murphy,Biology,2.25
83515,Falon Murphy,Biology,3.27
83516,Camila Murphy,Math,4.75
83517,Morgan Murphy,Chemistry,1.03
83518,Natalia Murphy,Computer Science,4.85
83519,Terri Murphy,Biology,4.51
83520,Thos Murphy,Physics,3.74
83521,Kimber Murphy,Biology,1.02
83522,Debrah Murphy,Computer Science,2.69
83523,Sigmund Murphy,Physics,4.74
83524,Sydnee Murphy,Math,4.83
83525,Chana Murphy,Math,2.53
83526,Penni Murphy,Physics,1.99
83527,Ethel Murphy,Biology,3.95
83528,Dicie Murphy,Physics,4.62
83529,Mitch Murphy,Physics,3.12
83530,Harrold Murphy,Computer Science,4.06
83531,Allen Murphy,Physics,4.72
83532,Jazmyne Murphy,Computer Science,4.03
83533,Dulce Murphy,Chemistry,4.8
83534,Josefina Murphy,Biology,2.3
83535,Ken Murphy,Biology,4.93
83536,Jaquan Murphy,Math,1.94
83537,Angie Murphy,Computer Science,1.02
83538,Dimple Murphy,Biology,4.32
83539,Ernst Murphy,Physics,1.76
83540,Anie Murphy,Math,3.57
83541,Hermon Murphy,Computer Science,3.04
83542,Kameron Murphy,Math,3.98
83543,Tabatha Murphy,Computer Science,2.52
83544,Cori Murphy,Computer Science,3.64
83545,Brittaney Murphy,Biology,2.31
83546,Tanja Murphy,Biology,1.76
83547,Blossom Murphy,Computer Science,3.63
83548,Amiah Murphy,Computer Science,2.75
83549,Quincy Murphy,Chemistry,4.49
83550,Tasia Murphy,Chemistry,3.76
83551,Venessa Murphy,Physics,2.86
83552,Cherish Murphy,Math,1.18
83553,Alaina Murphy,Chemistry,1.71
83554,Ellison Murphy,Biology,1.65
83555,Haley Murphy,Physics,4.71
83556,Bryce Murphy,Chemistry,1.2
83557,Sarah Murphy,Math,2.87
83558,Maye Murphy,Biology,1.44
83559,Salvatore Murphy,Math,2.27
83560,Gianni Murphy,Chemistry,4.12
83561,Cora Murphy,Chemistry,1.32
83562,Leticia Murphy,Biology,4.09
83563,Kaiden Murphy,Biology,2.82
83564,Maxwell Murphy,Biology,4.04
83565,Destini Murphy,Biology,4.23
83566,Felicity Murphy,Math,1.5
83567,Cris Murphy,Chemistry,2.78
83568,Davey Murphy,Chemistry,1.23
83569,Drema Murphy,Biology,1.69
83570,Autumn Murphy,Physics,1.25
83571,Erby Murphy,Chemistry,4.38
83572,Guy Murphy,Chemistry,4.42
83573,Eudora Murphy,Computer Science,3.59
83574,Dallas Murphy,Biology,1.44
83575,Carmel Murphy,Biology,1.39
83576,Melville Murphy,Math,2.59
83577,Konner Murphy,Chemistry,3.24
83578,Wilma Murphy,Computer Science,3.58
83579,Redden Murphy,Biology,1.78
83580,Nia Murphy,Computer Science,1.93
83581,Josie Murphy,Math,4.91
83582,Berta Murphy,Math,3.21
83583,Emogene Murphy,Chemistry,2.09
83584,Add Murphy,Physics,1.47
83585,Delphia Murphy,Physics,1.85
83586,Antoine Murphy,Chemistry,2.14
83587,Elzy Murphy,Math,2.38
83588,Phillip Murphy,Chemistry,1.38
83589,Georgetta Murphy,Computer Science,4.25
83590,Carole Murphy,Math,1.1
83591,Keyla Murphy,Physics,2.55
83592,Ethie Murphy,Math,3.1
83593,Cristy Murphy,Physics,3.1
83594,Avie Murphy,Math,3.0
83595,Roma Murphy,Physics,4.56
83596,Seamus Murphy,Math,2.66
83597,Moira Murphy,Computer Science,3.92
83598,Jermain Murphy,Math,3.63
83599,Essex Murphy,Math,1.53
83600,Karan Murphy,Math,3.82
83601,Dickie Murphy,Math,2.72
83602,Karim Murphy,Biology,2.48
83603,Roseanne Murphy,Chemistry,1.36
83604,Randel Murphy,Computer Science,2.82
83605,Kylah Murphy,Chemistry,1.99
83606,Jacquline Murphy,Chemistry,2.15
83607,Wilkie Murphy,Physics,1.56
83608,Justice Murphy,Chemistry,4.26
83609,Treena Murphy,Math,3.0
83610,Odin Murphy,Chemistry,1.48
83611,Juanita Murphy,Physics,1.32
83612,Collette Murphy,Biology,3.67
83613,Cindi Murphy,Math,2.15
83614,Sibbie Murphy,Biology,1.1
83615,Leva Murphy,Chemistry,3.11
83616,Marci Murphy,Chemistry,2.02
83617,Hortensia Murphy,Chemistry,1.68
83618,Lorrie Murphy,Biology,3.75
83619,Milan Murphy,Computer Science,1.4
83620,Dandre Murphy,Physics,4.41
83621,Maxine Murphy,Biology,4.92
83622,Annamarie Murphy,Physics,3.48
83623,Jarred Murphy,Physics,4.22
83624,Rochelle Murphy,Biology,4.84
83625,Elisha Murphy,Chemistry,4.55
83626,Burdette Murphy,Computer Science,1.19
83627,Duff Murphy,Computer Science,3.08
83628,Luciano Murphy,Math,2.9
83629,Danica Murphy,Chemistry,4.68
83630,Neva Murphy,Physics,1.34
83631,Gabe Murphy,Computer Science,2.9
83632,Ambrose Murphy,Biology,4.67
83633,Deontae Murphy,Biology,4.03
83634,Iliana Murphy,Physics,4.1
83635,Lila Murphy,Math,1.13
83636,Trey Murphy,Biology,4.21
83637,Gauge Murphy,Computer Science,1.39
83638,Thomasina Murphy,Biology,1.66
83639,Maynard Murphy,Physics,2.96
83640,Aaliyah Murphy,Math,2.04
83641,Towanda Murphy,Math,2.4
83642,Roxane Murphy,Biology,1.75
83643,Juliette Murphy,Computer Science,1.55
83644,Lanette Murphy,Computer Science,2.39
83645,Leah Murphy,Physics,3.79
83646,Yair Murphy,Computer Science,3.57
83647,Obe Murphy,Math,3.05
83648,Maeve Murphy,Computer Science,1.48
83649,Ouida Murphy,Biology,2.42
83650,Latrice Murphy,Computer Science,2.33
83651,Jailyn Murphy,Math,4.0
83652,Durward Murphy,Physics,4.41
83653,Nicky Murphy,Computer Science,3.22
83654,Blake Murphy,Biology,3.03
83655,Christal Murphy,Computer Science,1.67
83656,Raekwon Murphy,Computer Science,2.04
83657,Moesha Murphy,Chemistry,3.95
83658,Conner Murphy,Math,2.88
83659,Butch Murphy,Computer Science,4.17
83660,Griffin Murphy,Math,3.62
83661,Deb Murphy,Chemistry,3.34
83662,Xiomara Murphy,Chemistry,4.1
83663,Kip Murphy,Computer Science,1.73
83664,Lorean Murphy,Chemistry,3.59
83665,Montie Murphy,Physics,4.09
83666,Shepherd Murphy,Computer Science,1.05
83667,Katharyn Murphy,Physics,2.72
83668,Phebe Murphy,Computer Science,3.42
83669,Madisen Murphy,Math,3.84
83670,Wanita Murphy,Math,2.82
83671,Ava Murphy,Chemistry,4.1
83672,Carry Murphy,Chemistry,1.53
83673,Lilla Murphy,Math,1.46
83674,Wilton Murphy,Chemistry,3.35
83675,Kaycee Murphy,Computer Science,3.1
83676,Elden Murphy,Biology,4.88
83677,Dan Murphy,Biology,2.92
83678,Bode Murphy,Physics,1.37
83679,Nobie Murphy,Math,4.07
83680,Emmy Murphy,Computer Science,3.75
83681,Pinkie Murphy,Computer Science,1.7
83682,Mistie Murphy,Math,2.44
83683,Angeline Murphy,Computer Science,3.05
83684,Gerhard Murphy,Physics,1.51
83685,Roy Murphy,Chemistry,2.64
83686,Lyla Murphy,Physics,3.74
83687,Damian Murphy,Math,1.65
83688,Rudy Murphy,Math,3.65
83689,Lane Murphy,Math,4.56
83690,Ebenezer Murphy,Physics,3.05
83691,Dana Murphy,Computer Science,2.47
83692,Deante Murphy,Biology,4.74
83693,Einar Murphy,Biology,4.08
83694,Lutie Murphy,Chemistry,4.47
83695,Taylor Murphy,Physics,3.51
83696,Mallie Murphy,Math,4.81
83697,Alphonso Murphy,Physics,4.25
83698,Brook Murphy,Computer Science,4.07
83699,Jacob Murphy,Math,1.2
83700,Hollis Murphy,Physics,1.13
83701,Letta Murphy,Math,1.03
83702,Kamron Murphy,Chemistry,4.46
83703,Needham Murphy,Computer Science,4.39
83704,Freda Murphy,Physics,2.65
83705,Oralia Murphy,Computer Science,4.05
83706,Maia Murphy,Math,2.93
83707,Marco Murphy,Math,1.86
83708,Nakita Murphy,Computer Science,3.68
83709,Amos Murphy,Computer Science,4.85
83710,Arlie Murphy,Chemistry,3.47
83711,Tea Murphy,Biology,2.82
83712,Kaden Murphy,Physics,4.32
83713,Marquez Murphy,Biology,1.6
83714,Isaac Murphy,Biology,2.6
83715,Lenore Murphy,Computer Science,4.94
83716,Rosevelt Murphy,Biology,2.01
83717,Geo Murphy,Biology,4.1
83718,Mattye Murphy,Chemistry,3.5
83719,Jayce Murphy,Physics,3.03
83720,Libby Murphy,Chemistry,2.58
83721,Selah Murphy,Math,1.43
83722,Laila Murphy,Computer Science,1.91
83723,Alana Murphy,Math,1.94
83724,Ethelene Murphy,Biology,3.94
83725,Ardeth Murphy,Chemistry,3.61
83726,Vincenza Murphy,Math,1.4
83727,Vito Murphy,Biology,3.54
83728,Anabel Murphy,Biology,2.43
83729,Skip Murphy,Chemistry,4.75
83730,Delilah Murphy,Math,1.27
83731,Freida Murphy,Chemistry,3.04
83732,Magnolia Murphy,Computer Science,4.86
83733,Tyrique Murphy,Math,4.96
83734,Casper Murphy,Physics,4.87
83735,Edythe Murphy,Physics,4.1
83736,Nicolette Murphy,Computer Science,4.68
83737,Fremont Murphy,Computer Science,1.38
83738,Audrina Murphy,Chemistry,2.29
83739,Autry Murphy,Chemistry,3.47
83740,Lashunda Murphy,Biology,3.25
83741,Tylor Murphy,Math,4.06
83742,Colleen Murphy,Math,4.02
83743,Genaro Murphy,Biology,1.42
83744,Kiarra Murphy,Math,3.37
83745,Royal Murphy,Physics,1.1
83746,Debra Murphy,Computer Science,1.97
83747,Webster Murphy,Chemistry,2.33
83748,Sharita Murphy,Physics,4.63
83749,Dominique Murphy,Physics,3.62
83750,Rosita Murphy,Computer Science,3.48
83751,Arlyne Murphy,Chemistry,3.53
83752,Ilona Murphy,Computer Science,1.02
83753,Marilou Murphy,Chemistry,4.86
83754,Carmela Murphy,Physics,2.17
83755,Louisa Murphy,Physics,1.5
83756,Adan Murphy,Computer Science,3.69
83757,Curtis Murphy,Chemistry,3.66
83758,Eloy Murphy,Physics,1.57
83759,Lilyan Murphy,Computer Science,3.98
83760,Saige Murphy,Computer Science,1.6
83761,Caden Murphy,Physics,3.12
83762,Tyler Murphy,Math,4.49
83763,Cuba Murphy,Chemistry,3.19
83764,Sada Murphy,Computer Science,2.98
83765,Wayman Murphy,Biology,5.0
83766,Melbourne Murphy,Physics,2.27
83767,Anita Murphy,Physics,2.61
83768,Lamar Murphy,Biology,4.09
83769,Arla Murphy,Math,4.64
83770,Porsche Murphy,Math,3.0
83771,Tessa Murphy,Biology,3.56
83772,Lexis Murphy,Computer Science,3.08
83773,Armani Murphy,Computer Science,3.46
83774,Ayaan Murphy,Biology,1.79
83775,Melonie Murphy,Biology,4.02
83776,Catharine Murphy,Chemistry,4.07
83777,Haden Murphy,Computer Science,4.58
83778,Clarisa Murphy,Biology,3.61
83779,Lynwood Murphy,Biology,4.57
83780,Reynold Murphy,Chemistry,1.21
83781,Sabastian Murphy,Biology,3.4
83782,Tena Murphy,Math,2.78
83783,Fletcher Murphy,Computer Science,1.98
83784,Betty Murphy,Physics,4.3
83785,Kenzie Murphy,Math,4.9
83786,Zhane Murphy,Math,3.05
83787,Del Murphy,Biology,4.57
83788,Rhoda Murphy,Biology,3.56
83789,Berry Murphy,Physics,1.97
83790,Marla Murphy,Physics,4.46
83791,Estel Murphy,Computer Science,2.49
83792,Pearline Murphy,Biology,4.11
83793,Meadow Murphy,Biology,3.08
83794,Andra Murphy,Chemistry,3.73
83795,Milda Murphy,Physics,3.94
83796,Mykel Murphy,Computer Science,1.97
83797,Lassie Murphy,Math,4.36
83798,Jared Murphy,Computer Science,2.37
83799,Alexandra Murphy,Chemistry,1.34
83800,Kori Murphy,Physics,3.04
83801,Nery Murphy,Biology,3.5
83802,Gaylon Murphy,Chemistry,4.55
83803,Alonza Murphy,Biology,1.11
83804,Glen Murphy,Physics,3.02
83805,Creed Murphy,Physics,3.84
83806,Bea Murphy,Biology,4.16
83807,Jazlynn Murphy,Biology,3.69
83808,Garnett Murphy,Math,2.31
83809,Leandro Murphy,Biology,4.28
83810,Audrey Murphy,Chemistry,1.4
83811,Bud Murphy,Biology,4.77
83812,Enrico Murphy,Computer Science,2.16
83813,Rozella Murphy,Math,3.96
83814,Lauri Murphy,Chemistry,4.15
83815,Brenden Murphy,Physics,4.83
83816,Stefani Murphy,Computer Science,4.05
83817,Elvina Murphy,Computer Science,1.97
83818,Darwyn Murphy,Biology,3.21
83819,Erastus Murphy,Physics,2.93
83820,Mart Murphy,Computer Science,3.03
83821,Delton Murphy,Physics,4.07
83822,Syble Murphy,Biology,3.65
83823,Caryn Murphy,Biology,4.68
